EDIFY TECHNOLOGIES  INC, http://www.edifytech.com
EKIN SOLUTIONS, http://www.ekinsol.com
EKTHA SOLUTIONS INC, http://www.ekthasol.com
ELAN TECHNOLOGIES INC, http://www.elantecs.com
EMINENCE IT SOLUTIONS INC, http://www.eitsinc.com
EMINENT SOFTWARE SERVICES, http://www.eminent8.com
ENTERNET BUSINESS SYSTEMS  INC., http://www.enternet1.com

Company Name, Website URL
ENTERPRISE SOLUTIONS INC, http://www.enterprisesolutioninc.com
EPACE TECHNOLOGIES  INC, http://www.epacetech.com
EPCILON, http://www.epcilon.com
EPIC SYSTEMS INC, http://www.epicinfotech.com
EPROMPTUS INC, http://www.epromptus.com
ETEK IT SERVICES  INC., http://www.etekit.com
EUREKA INFOTECH  INC., http://www.eurekainfotech.com
EVOLUTYZ CORP, http://www.evolutyz.com
EXCELON SOLUTIONS LLC, http://www.excelonsolutions.com
EXPEDITEINFOTECH INC, http://www.expediteinfotech.com
EZ2 TECHNOLOGIES  INC., http://www.ez2tech.com
FABIT CORP, http://www.fabitcorp.com
FIRST OBJECT  INC, http://www.1stobject.com
FLEXERA GLOBAL  INC, http://www.flexeraglobal.com
FORMAC INC, http://www.formacinc.com
FORSYS INC, http://www.forsysinc.com
FRANKLIN INFOTECH INC, http://www.franklininfo.net
FRONTIER TECHNOLOGIES LLC, http://www.frontiertechllc.com
FUTURETECH CONSULTANTS  LLC, http://www.ftc.bz
GALAXY I TECHNOLOGIES, http://www.galaxyitech.com
GALLOP SOLUTIONS INC, http://www.gallop.net
GALLOP TECHNOLOGIES, http://www.galloptech.com
GENERIC SOLUTIONS INC, http://www.gensolinc.com
GK TECHNOLOGIES INC, http://www.gkteksoft.com
GLAMAN TECH INC, http://www.glamantech.com
GLOBAL IT ASSOCIATES, http://www.gitallc.com
GLOBAL IT  INC., http://www.globalitinc.com
GLOBAL SYSTEMS LLC, http://www.globalsyst.com
GLOBALOUTLOOK INC., http://www.globaloutlook.com
GLOBALPOINT  INC, http://www.globalpointinc.com
GLOBUS IT INC., http://www.globusitinc.com
GOOLEST.NET, http://www.googlest.net
GSK SOLUTIONS INC, http://www.gsksolutions.com
HAASINI INC, http://www.haasini.com
HALL MARK GLOBAL TECHNOLOGIES INC, http://www.hgtechinc.net
HEALTHTECH SYSTEMS INC, http://www.healthtechsystem.com
HECTOR SYSTEMS INC, http://www.hectorsystems.com
HILLSOFT BUSINESS SOLUTIONS LLC, http://www.hillsoftbs.com
HIRE IT PEOPLE, http://www.hireitpeople.com
HS SOLUTIONS INC, http://www.hssolution.com
I.T. SOLUTIONS  INC (LEGAL: INTERNATIONAL TECHNOLOGY SOLUTIONS INC), http://www.itcsolutions.com
I2SOLVERS, http://www.i2solvers.com
I2U SYSTEMS INC, http://www.i2usystems.com
IBLESOFT INC, http://www.iblesoft.com
ICON SOLUTIONS INC, http://www.iconsolutions.us
ICONNECT RESOURCE CORPORATION, http://www.icrcorporation.com
ICORE INFOTECH INC, http://www.icoreinfotech.com
IDA SOLUTIONS  INC, http://www.idasolutions.net
IDAMTA LLC, http://www.idamta.com
IDWTEAM, http://www.idwteam.com
IKON SYSTEMS  LLC, http://www.ikonsys.net
ILM360 LLC, http://www.ilm360.com
INDOTRONIX INTERNATIONAL CORPORATION, http://www.iic.com
INDSOFT INC, http://www.indsoft.com
INDU TECH INC, http://www.indutechinc.com
INFO JUNCTION LLC, http://www.infojunctionllc.com
INFOBUILDERS  INC, http://www.infobuildersinc.com
INFOGEN SOFTWARE INC, http://www.infogensoftware.com
INFOLOB SOLUTIONS INC, http://www.infolob.com
INFOSERVICES LLC, http://www.infoservicesllc.com
INFOSMART TECHNOLOGIES INC, http://www.infosmarttech.com
INFOSOFT INC, http://www.infosoftsystems.com
INFOTECH DNAMICS  INC, http://www.gmail.com
INFOTECH SPECTRUM INC, http://www.infotechspectrum.com
INFOVISION CONSULTANTS INC, http://www.infovision.com
INFOWARETECH INC, http://www.infowaretech.com
INITECH GLOBAL  LLC, http://www.initechglobal.com
INNOVATIVE INTELLIGENT SOLUTIONS, http://www.iis-it.com
INTALENT LLC, http://www.intalentcorp.com
INTEGRATED TECHNOLOGY SERVICES  INC. (ITSI), http://www.its-incorp.com
INTELLISOFT TECHNOLOGIES INC, http://www.intellisofttech.com
INTRIV INC, http://www.intriv.com
ISOFTECH INC, http://www.isoftechus.com
ISQARE TECHNOLOGIES INC, http://www.isqare.com
IT AMERICA INC., http://www.itamerica.com
IT CELL, http://www.itcell.net
IT OBJECTS LLC, http://www.itobjects.com
IT SPIN INC, http://www.itspin.com
ITECH US  INC., http://www.itechus.net
ITECH US  INC., http://www.itechus.com
ITECHEDGE LLC, http://www.itechedgecorp.com
ITEXPERTSUSA INC, http://www.itexpertsusainc.com
ITJOBCAFE  INC., http://www.itjobcafe.com
ITPACT SOLUTIONS INC, http://www.itpactsol.com
ITSERVE ALLIANCE, http://www.itserve.org
JCOMPONENT TECHNOLOGIES INC, http://www.jcomponent.net
JKG SOLUTIONS INC, http://www.jkgsolutions.com
JNIT TECHNOLOGIES INC. , http://www.jnitinc.com
JOLT TECHNOLOGIES, http://www.jolttech.us
JR ENTERPRISE SOLUTIONS INC, http://www.jresinc.com
K-SOURCE INC, http://www.ksourceinc.com
KAIROS TECHNOLOGIES, http://www.kairostech.com
KANSHE INFOTECH, http://www.kansheinfotech.com
KASTECH SOFTWARE SOLUTIONS GROUP, http://www.kastechssg.com
KBS SOLUTIONS LLC, http://www.kolorblue.com
KENNEDY INTERNATIONAL SOFTWARE INC, http://www.kennedysoft.com
KEY BUSINESS SOLUTIONS  INC., http://www.keybusinessglobal.com
KK ASSOCIATES  LLC, http://www.kksoftwareassociates.com
KNACKTEK, http://www.knacktek.com
KSQUARE SOLUTIONS INC, http://www.ksquareinc.com
LIBSYS INC, http://www.LibsysInc.com
LILAX TECHNOLOGIES INC, http://www.lilaxtech.com
LIVEMINDZ, http://www.livemindz.com
LOGICGATE TECHNOLOGIES INC, http://www.logicg.com
LORHAN CORPORATION INC., http://www.lorhancorp.com
LUCENT IT SOLUTIONS, http://www.lucentit.com
LUCID IT SOLUTIONS INC, http://www.luciditsol.com
LUCID TECHNOLOGIES INC, http://www.lucidtechinc.com
M2 RESOURCES, http://www.m2ri.com
MACROSOFT INC, http://www.macrosoftusa.com
MADDISOFT LLC, http://www.maddisoft.com
MAGNUM OPUS IT  INC, http://www.magnumopusit.com
MAHGO SOLUTIONS INC., http://www.Mahgo.com
MALVI SYSTEMS LLC, http://www.malvisystems.com
MANUTEK INC, http://www.manutekusa.com
MAVIN TECHNOLOGIES INC, http://www.mavin-tech.com
MEGATRENDZ MEDIA USA INC, http://www.megatrendz.com
MERGEN IT LLC, http://www.mergenit.com
MNCL INC, http://www.mncl.net
MOTIVITYLABS INC, http://www.motivitylabs.com
MOURI TECH LLC, http://www.mouritech.com
MULTIVISION INC, http://www.multivision-inc.com
NAM INFO INC, http://www.nam-it.com
NAMITUS TECHNOLOGIES INC, http://www.namitus.com
NATIONAL COMPUTER SYSTEMS, http://www.ncsus.net
NAVAYUGA INFOTECH (NAVTECH), http://www.navtechconsulting.com
NAVITAS BUSINESS CONSULTING INC, http://www.navitas-tech.com
NEMO IT SOLUTIONS  INC, http://www.nemoits.com
NETRA TECHNOLOGIES  INC, http://www.netratechnologies.com
NETVISION RESOURCES  INC., http://www.netvisionresources.com
NETWORK OBJECTS INC, http://www.networkobjects.com
NIHAKI SYSTEMS INC, http://www.nihaki.com
NIKTOR  LLC, http://www.Niktor.com
NITCO INC, http://www.NITCOINC.COM
NOESYS INFOTECH INC., http://www.noesysinfotech.com
NOURTEK SOLUTIONS, http://www.nourtek.com
NOVEDEA SYSTEMS  INC, http://www.novedea.com
NOVISYNC INC, http://www.novisync.com
NUMBERS ONLY  INC., http://www.numbersonly.com
OHM SYSTEMS  INC., http://www.ohmsysinc.com
OLOOP TECHNOLOGY SOLUTIONS, http://www.olooptech.com
OPTIMUSS INC, http://www.optimussinc.com
OTM LABS INC., http://www.otmlabs.com
PANZER SOLUTIONS, http://www.panzersolutions.com
PARAMOUNT GLOBAL SOLUTIONS INC, http://www.paramountgs.com
PASSION, http://www.passion-corp.com
PELICAN IT GROUP LLC, http://www.pelicanit.com
PERITUS INC, http://www.peritussoft.com
PERK SYSTEMS  INC, http://www.perksys.com
PIONEER CORPORATE SERVICES INC, http://www.pcservicesinc.com
PIXENTIA, http://www.pixentia.com
PRAGMATIVE CONSULTING GROUP, http://www.pragmativegroup.com
PREMIER IT SOLUTIONS INC, http://www.premieritsolutions.com
PREMIER TECHNOLOGIES INC, http://www.pmtx.com
PRIMUS GLOBAL SERVICES  INC, http://www.primusglobal.com
PRODIGY TECHNOLOGIES INC, http://www.prodigytechnologies.com
PROFESSIONAL VISION TECHNOLOGIES INC, http://www.pvtechusa.com
PROLIM GLOBAL CORPORATION, http://www.prolim.com
PROPELSYS TECHNOLOGIES LLC, http://www.propelsys.com
PVK CORPORATION, http://www.pvkc.com
QUALITY MATRIX INC, http://www.quality-matrix.com
QUANT SYSTEMS INC, http://www.quantsystemsinc.com
QUANTUM VISION, http://www.quantumvision.com
R2 TECHNOLOGIES LLC, http://www.r2techllc.com
RADIUS INFO SYS INC, http://www.radiusinfosys.com
RAISER TECHNOLOGIES  INC, http://www.raisertechnologies.net
RAVEN SOFTWARE SOLUTIONS INC., http://www.ravensoftwaresolutions.com
REALFLEX APPLICATIONS LLC, http://www.realflexllc.com
RECURSION GROUP INC, http://www.recursiongroup.com
REDDY & NEUMANN P.C, http://www.rnlawgroup.com
REDSALSA TECHNOLOGIES  INC, http://www.redsalsa.com
REFULGENT TECHNOLOGIES INC, http://www.refulgent-tech.com
RELIANT INFOTECH  INC, http://www.reliantinfotech.com
RESOURCE INFORMATICS GROUP  INC., http://www.rigusinc.com
RISE GROUP, http://www.risecorp.com
RITE PROS INC, http://www.ritepros.com
RK TECHNICAL SERVICES  INC, http://www.rkts.com
RONIT SYSTEMS INC., http://www.ronitsystems.com
ROOTSHELL ENTERPRISE TECHNOLOGIES INC, http://www.rootshellinc.com
ROYAL TECHNOCRATS INC, http://www.royaltechnocrats.com
RSM TECHNOLOGY SOLUTIONS  INC, http://www.rsmtek.com
RWALTZ SOFTWARE SERVICES GROUP INC, http://www.rwaltz.com
RWG AMERICA, http://www.rwgamerica.com
RYLEE TECHNOLOGIES INC, http://www.ryleetechnologies.com
S4 CONSULTANTS INC., http://www.s4consultants.com
SAGE IT  INC, http://www.sageitinc.com
SAICON CONSULTANTS INC, http://www.saiconinc.com
SAIPSIT, http://www.saipsit.com
SAP CV INC, http://www.sapcv.net
SAPOT SYSTEMS  INC, http://www.sapotsystems.com
SAPPHIRE IT SERVICES, http://www.sapphireitservices.com
SARANSH  INC, http://www.saranshtech.com
SATCON INC, http://www.satconus.com
SATSYIL CORP, http://www.satsyil.com
SATURN TECH LLC DBA SAANVI TECHNOLOGIES, http://www.saanvi.us
SAVEN TECHNOLOGIES, http://www.saventech.com
SAXON GLOBAL, http://www.saxonglobal.com
SCHRILL TECHNOLOGIES INC, http://www.schrilltech.com
SDILOGIC  INC., http://www.sdilogic.com
SECUREAPP TECHNOLOGIES, http://www.secureapptech.com
SELSOFT INC, http://www.selsoftinc.com
SENA INFO TECHNOLOGIES  INC, http://www.senainfotech.com
SENRYO TECHNOLOGIES  INC., http://www.senryo.com
SERVESYS CORPORATION, http://www.servesys.net
SHC SOLUTIONS INC., http://www.shcsolutions.com
SHINEWELL TECHNOLOGIES INC, http://www.ishinewell.com
SHINEWELL TECHNOLOGIES INC, http://www.shinewelltech.com
SIERRA INFOSYS INC, http://www.SIERRATEC-US.COM
SIGMA SOFTWARE INC, http://www.sigmasoftusa.com
SIGMAEDGE WORLDWIDE INC, http://www.sigmaedge.com
SOFTHQ, http://www.softhq.com
SOFTPATH TECHNOLOGIES, http://www.softpathtech.com
SOFTWARE PROGRAMMING GROUP, http://www.spgamerica.com
SONICSOFT INC, http://www.sonicsoftusa.com
SPINSCI TECHNOLOGIES LLC, http://www.spinsci.com
SPL CONSULTING  LLC, http://www.splcg.com
SPRUCE INFOTECH INC, http://www.spruceinfotech.com
SRITEK INC, http://www.sritekinc.com
SRIVEN SYSTEMS INC, http://www.srivensys.com
SRK SYSTEMS INC., http://www.srksystems.com
SS SOFTECH INC, http://www.sssoftechinc.com
SSN GROUP LLC, http://www.ssngrp.com
STAFFMETHODS INC, http://www.staffmethods.com
STANDAV CORP, http://www.standav.com
SUDHI INFOMATICS INC, http://www.sudhi-infomatics.com
SUHAN BUSINESS SOLUTIONS, http://www.suhansolutions.com
SUNRAY INFORMATICS  INC, http://www.sunrayinformatics.com
SUPRASOFT  INC, http://www.suprasoft.com
SURE TECH SERVICES  INC., http://www.suretechinc.com
SURYA SYSTEMS  INC, http://www.suryasys.com
SYMPHONY INFOTEK  INC, http://www.symphonyit.net
SYSHA INC, http://www.syshainc.com
TALENT IT SERVICES, http://www.ittalents.com
TALENTED IT  INC., http://www.TalentedIT.com
TECH THEME SOLUTIONS INC., http://www.techthemeinc.com
TECHGENE, http://www.techgene.com
TECHLANCE SOLUTIONS INC, http://www.techlancesolutions.com
TECHMATRIX INC, http://www.techmatrixinc.com
TECHMINFY INFO SOLUTIONS INC. , http://www.techminfy.com
TECHNO TALENT INC, http://www.technotalent.net
TECHNOCRAFTS INC, http://www.tcsin.com
TECHNOGEN INC., http://www.technogeninc.com
TECHNOLABSINC, http://www.technolabsinc.com
TECHNOLOGY EXPERTS INC, http://www.technologyexpertsinc.com
TECHNOSOFT GROUP INC, http://www.technosoftgroup.com
TECHSTAR CONSULTING INC, http://www.techstargroup.com
TECKMINDS, http://www.teckminds.com
TECNICS CONSULTING INC, http://www.tecnics.com
TECON SOLUTIONS INC, http://www.teconsolutions.com
TEK ANALYTICS LLC, http://www.tek-analytics.com
TEKCOMMANDS INC, http://www.tekcommands.com
TEKDYNAMICS INC., http://www.tekdynamics.com
TEKENERGY LLC., http://www.tekenergyusa.com
TEKINFY INC, http://www.tekinfy.com
TEKPROS  INC, http://www.tekpros.com
TEKSOURCE, http://www.teksourceus.com
TGGS INC, http://www.tggsinc.com
THINK3LOGIX LLC, http://www.think3logix.com
THORASYS INC, http://www.thorasysinc.com
THOUGHTWAVE SOFTWARE AND SOLUTIONS INC, http://www.thoughtwavesoft.com
TORQUE TECHNOLOGIES LLC, http://www.torquetek.com
TRIUNE INFOMATICS INC, http://www.triuneinfomatics.com
TSQ SYSTEMS INC, http://www.tsqsystems.com
TYLER COLBY HILL RECRUITING, http://www.tylercolbyhill.com
UNICOM TECHNOLOGIES INC., http://www.unicomtec.com
UNIFY SOLUTIONS  INC., http://www.unifysolutions.com
UNIKON IT INC, http://www.unikonit.com
UNITED IT SOLUTIONS  INC, http://www.uniteditinc.com
US ADMISSIONS, http://www.usadmissions.com
USSTEK  INC, http://www.usstek.com
UTIS INC, http://www.utisinc.com
V GROUP INC., http://www.vgroupinc.com
VAJRAASYS LIMITED DBA RNXT CORPORATION, http://www.RNXT.com
VANTIVE INC., http://www.vantiveinc.com
VECTORSOFT LLC, http://www.vectorsoft.com
VEJARS TECHNOLOGIES, http://www.vejars.com
VENA PORTAE INC, http://www.venaportae.com
VERITIS GROUP, http://www.veritis.com
VINSARI, http://www.vinsari.com
VINSYS INFORMATION TECHNOLOGY INC, http://www.vinsysinfo.com
VISUAL IT SERVICES INC, http://www.visual-itservices.com
VIVID TECHNOLOGIES INC., http://www.vivid-technologies.com
VOXAI SOLUTIONS INC., http://www.voxai.com
VSK CONSULTING, http://www.vskconsulting.com
VST CONSULTING INC., http://www.vstconsulting.com
VTEKH INC, http://www.vtekh.com
VUEGEN TECHNOLOGIES INC, http://www.vuegen.com
W3GLOBAL  INC, http://www.w3global.com
WESECUREAPP, http://www.wesecureapp.com
WHIZTEK CORP, http://www.whiztekcorp.com
WINDYCITY TECHNOLOGIES INC. , http://www.windycitytechnologies.com
WININFOSYS INC, http://www.wininfosys.com
WORKLOGIX MANAGEMENT  INC, http://www.worklogix.com
WORLD IP PHONE INC, http://www.worldipphone.net
XCELTRAIT INC., http://www.xceltrait.com
XENOSOFT TECHNOLOGIES  INC, http://www.xtglobal.com
XPRUDENT CORP, http://www.xprudent.com
YASMESOFT  INC, http://www.yasmesoft.com
YOCHANA IT SOLUTIONS INC, http://www.yochanait.com
ZENITH IT SOLUTIONS, http://www.zenith-solutions.net
